Order_ID,Order_Date,Customer_Name,Customer_Segment,Country,Region,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Percent,Total_Sales,Shipping_Cost,Profit,Payment_Method,Expected_Total_Sales,Recorded_Total_Sales,Sales_Match,Year,Month,Month_Name,Quarter,Profit_Margin,Shipping_Cost_Ratio
ORD-10336,2023-05-19,Chen Romano,Home Office,France,Europe,Furniture,Filing Cabinet 3-Drawer,1,195.08,5,185.33,9.41,58.87,Paypal,185.33,185.33,True,2023,5,May,2,0.3176495980143527,0.050774294501699666
ORD-11513,2023-05-20,Sophie Yamamoto,Consumer,United States,North America,Clothing & Accessories,Leather Wallet Minimalist,5,26.84,0,134.2,17.2,49.9,Paypal,134.2,134.2,True,2023,5,May,2,0.37183308494783907,0.12816691505216096
ORD-11762,2023-05-22,Hans Johnson,Home Office,India,Asia Pacific,Technology,Tablet Stand Holder,5,15.48,10,69.66,19.74,7.35,Paypal,69.66,69.66,True,2023,5,May,2,0.10551248923341947,0.2833763996554694
ORD-10562,2023-05-23,Patricia Müller,Consumer,Mexico,North America,Technology,Webcam HD 1080p,5,54.1,5,256.97,11.43,96.77,Credit Card,256.97,256.97,True,2023,5,May,2,0.37658092384325015,0.04447990037747596
ORD-10710,2023-05-23,Ahmed Taylor,Home Office,China,Asia Pacific,Technology,Smart LED Desk Lamp,8,37.26,20,238.46,14.6,59.92,Paypal,238.46,238.46,True,2023,5,May,2,0.25127904050993877,0.06122620145936425
ORD-11740,2023-05-25,Zara Rodriguez,Consumer,Mexico,North America,Office Supplies,Tape Dispenser Heavy Duty,4,10.54,15,35.84,10.87,6.0,Bank Transfer,35.84,35.84,True,2023,5,May,2,0.16741071428571427,0.30329241071428564
ORD-10422,2023-05-26,Clara Santos,Corporate,Mexico,North America,Office Supplies,Tape Dispenser Heavy Duty,3,15.84,5,45.14,7.96,15.8,Credit Card,45.14,45.14,True,2023,5,May,2,0.35002215330084185,0.17634027470093044
ORD-11834,2023-05-29,Hanna Davis,Consumer,United Kingdom,Europe,Clothing & Accessories,Travel Backpack 30L,2,33.16,0,66.32,11.38,21.78,Credit Card,66.32,66.32,True,2023,5,May,2,0.3284077201447528,0.1715922798552473
ORD-10942,2023-05-30,Barbara Rossi,Home Office,China,Asia Pacific,Office Supplies,Binder Clips Assorted 48pc,3,14.0,15,35.7,16.47,0.33,Credit Card,35.7,35.7,True,2023,5,May,2,0.009243697478991597,0.46134453781512597
ORD-10129,2023-06-01,Oscar Santos,Corporate,Canada,North America,Furniture,Floating Wall Shelves Set,7,54.12,15,322.01,17.46,77.25,Credit Card,322.01,322.01,True,2023,6,June,2,0.23989938200677,0.054221918573957334
ORD-10722,2023-06-01,Patricia Chen,Home Office,United Kingdom,Europe,Furniture,Folding Table Portable,1,118.34,5,112.42,7.66,33.76,Credit Card,112.42,112.42,True,2023,6,June,2,0.3003024372887386,0.06813734210994485
ORD-10845,2023-06-01,Ahmed Dubois,Consumer,Spain,Europe,Office Supplies,Whiteboard Markers Set 8,1,20.28,0,20.28,8.91,2.24,Paypal,20.28,20.28,True,2023,6,June,2,0.11045364891518739,0.43934911242603547
ORD-10937,2023-06-01,Kenji Robinson,Consumer,Mexico,North America,Furniture,Mesh Back Task Chair,7,263.11,10,1657.59,16.54,535.99,Paypal,1657.59,1657.59,True,2023,6,June,2,0.32335499128252465,0.009978342050808704
ORD-11401,2023-06-01,Robert Sharma,Consumer,Australia,Asia Pacific,Furniture,Mesh Back Task Chair,1,271.69,20,217.35,10.66,43.68,Cash On Delivery,217.35,217.35,True,2023,6,June,2,0.20096618357487922,0.049045318610536
ORD-10069,2023-06-03,Chen Smith,Corporate,Germany,Europe,Furniture,Monitor Riser Wood,4,43.62,15,148.31,15.81,27.81,Cash On Delivery,148.31,148.31,True,2023,6,June,2,0.1875126424381363,0.1066010383655856
ORD-10025,2023-06-04,Kenji Leroy,Corporate,Japan,Asia Pacific,Clothing & Accessories,Leather Belt Classic,6,36.82,10,198.83,13.78,74.59,Credit Card,198.83,198.83,True,2023,6,June,2,0.3751445958859327,0.06930543680531107
ORD-11268,2023-06-04,Richard Li,Consumer,Spain,Europe,Office Supplies,Sticky Notes Multicolor 6-Pack,1,10.08,15,8.57,8.15,-4.12,Credit Card,8.57,8.57,True,2023,6,June,2,-0.4807467911318553,0.9509918319719953
ORD-11962,2023-06-04,Karen Anderson,Consumer,Italy,Europe,Office Supplies,Highlighters Neon Pack 6,3,6.18,15,15.76,9.18,-1.76,Credit Card,15.76,15.76,True,2023,6,June,2,-0.1116751269035533,0.58248730964467
ORD-10979,2023-06-05,Zara Kim,Corporate,Mexico,North America,Technology,Laptop Stand Adjustable,8,64.14,15,436.15,22.64,131.29,Credit Card,436.15,436.15,True,2023,6,June,2,0.30102029118422563,0.05190874699071421
ORD-10816,2023-06-06,Jennifer Nilsson,Consumer,Japan,Asia Pacific,Technology,Wireless Ergonomic Mouse,1,29.03,5,27.58,10.81,0.8,Credit Card,27.58,27.58,True,2023,6,June,2,0.029006526468455404,0.3919506889050037
ORD-11468,2023-06-06,Christopher Harris,Consumer,Australia,Asia Pacific,Office Supplies,Ballpoint Pen Pack 12,1,6.69,0,6.69,10.56,-6.88,Cash On Delivery,6.69,6.69,True,2023,6,June,2,-1.0284005979073243,1.5784753363228698
ORD-11539,2023-06-06,Marco Martin,Consumer,Australia,Asia Pacific,Technology,Laptop Stand Adjustable,4,59.29,20,189.73,13.59,45.7,Cash On Delivery,189.73,189.73,True,2023,6,June,2,0.24086860275127817,0.07162810309387024
ORD-11609,2023-06-06,Emma Zhang,Corporate,Saudi Arabia,Middle East & Africa,Clothing & Accessories,Leather Wallet Minimalist,1,31.48,5,29.91,12.24,1.93,Paypal,29.91,29.91,True,2023,6,June,2,0.06452691407556001,0.4092276830491475
ORD-11707,2023-06-06,David Smith,Corporate,France,Europe,Office Supplies,Stapler Full-Size,3,7.93,0,23.79,14.01,-0.93,Paypal,23.79,23.79,True,2023,6,June,2,-0.039092055485498114,0.5889029003783103
ORD-10177,2023-06-07,Wei Romano,Consumer,Nigeria,Middle East & Africa,Technology,Tablet Stand Holder,6,24.62,5,140.33,24.76,34.32,Credit Card,140.33,140.33,True,2023,6,June,2,0.24456637924891325,0.17644124563528824
ORD-10817,2023-06-07,Zara Rodriguez,Corporate,United Kingdom,Europe,Technology,Noise Cancelling Earbuds,4,72.94,20,233.41,16.18,56.76,Cash On Delivery,233.41,233.41,True,2023,6,June,2,0.2431772417634206,0.0693200805449638
ORD-11080,2023-06-07,Zara Ferrari,Consumer,United States,North America,Technology,Wireless Ergonomic Mouse,2,32.45,10,58.41,8.62,14.09,Credit Card,58.41,58.41,True,2023,6,June,2,0.24122581749700395,0.14757746961136792
ORD-10376,2023-06-08,Omar Garcia,Corporate,China,Asia Pacific,Office Supplies,Highlighters Neon Pack 6,6,5.73,15,29.22,18.91,-5.16,Cash On Delivery,29.22,29.22,True,2023,6,June,2,-0.17659137577002054,0.6471594798083504
ORD-10726,2023-06-08,Hans Yamamoto,Consumer,South Korea,Asia Pacific,Clothing & Accessories,Leather Wallet Minimalist,4,38.87,5,147.71,14.04,55.93,Credit Card,147.71,147.71,True,2023,6,June,2,0.37864734953625345,0.0950511136686751
ORD-11103,2023-06-08,Nadia Costa,Consumer,United States,North America,Office Supplies,Binder Clips Assorted 48pc,2,6.85,0,13.7,7.41,0.12,Credit Card,13.7,13.7,True,2023,6,June,2,0.008759124087591242,0.5408759124087592
ORD-10727,2023-06-09,Mia Sharma,Consumer,United States,North America,Furniture,Desk Organizer Set,2,16.26,5,30.89,6.26,5.12,Paypal,30.89,30.89,True,2023,6,June,2,0.16574943347361606,0.20265458077047588
ORD-10772,2023-06-09,William Hassan,Corporate,Saudi Arabia,Middle East & Africa,Technology,Wireless Ergonomic Mouse,1,23.01,5,21.86,13.14,-3.94,Credit Card,21.86,21.86,True,2023,6,June,2,-0.18023787740164685,0.6010978956999086
ORD-11060,2023-06-09,Ali Johansson,Home Office,Saudi Arabia,Middle East & Africa,Office Supplies,Premium Notebook Set A5,4,22.5,15,76.5,20.57,15.43,Cash On Delivery,76.5,76.5,True,2023,6,June,2,0.20169934640522874,0.2688888888888889
ORD-11322,2023-06-10,Amir Chen,Consumer,Canada,North America,Furniture,Ergonomic Office Chair,3,229.47,15,585.15,9.83,162.27,Credit Card,585.15,585.15,True,2023,6,June,2,0.2773135093565753,0.016799111338972914
ORD-10146,2023-06-11,Ethan Park,Home Office,Canada,North America,Furniture,Corner L-Shaped Desk,5,336.47,0,1682.35,15.78,657.16,Credit Card,1682.35,1682.35,True,2023,6,June,2,0.39062026332213867,0.009379736677861326
ORD-11048,2023-06-11,Christopher Robinson,Consumer,Australia,Asia Pacific,Furniture,Bookshelf 5-Tier,2,122.54,0,245.08,11.78,86.25,Credit Card,245.08,245.08,True,2023,6,June,2,0.3519259017463685,0.04806593765301126
ORD-11155,2023-06-11,Noah Khan,Home Office,United States,North America,Technology,Portable External SSD 1TB,5,88.03,15,374.13,16.63,115.42,Credit Card,374.13,374.13,True,2023,6,June,2,0.3085023922166092,0.04444979017988399
ORD-11376,2023-06-11,Linda Smith,Consumer,United Kingdom,Europe,Furniture,Desk Organizer Set,4,24.66,0,98.64,16.03,23.43,Cash On Delivery,98.64,98.64,True,2023,6,June,2,0.23753041362530414,0.16251013787510138
ORD-11535,2023-06-11,Isabella Jackson,Consumer,Italy,Europe,Technology,Webcam HD 1080p,3,60.58,10,163.57,9.75,53.86,Credit Card,163.57,163.57,True,2023,6,June,2,0.32927798496056737,0.05960750748914838
ORD-10114,2023-06-12,Sarah Kim,Corporate,United Kingdom,Europe,Technology,Mechanical Gaming Keyboard,3,158.55,15,404.3,11.67,131.02,Credit Card,404.3,404.3,True,2023,6,June,2,0.3240662874103389,0.02886470442740539
ORD-11031,2023-06-12,James Suzuki,Corporate,United States,North America,Furniture,Floating Wall Shelves Set,6,43.48,15,221.75,13.94,51.28,Bank Transfer,221.75,221.75,True,2023,6,June,2,0.23125140924464488,0.06286358511837654
ORD-11133,2023-06-12,Wei Harris,Consumer,Japan,Asia Pacific,Technology,Laptop Stand Adjustable,15,33.12,0,496.8,38.18,185.38,Credit Card,496.8,496.8,True,2023,6,June,2,0.3731481481481481,0.07685185185185185
ORD-10349,2023-06-13,Thomas Li,Consumer,Mexico,North America,Technology,Smart LED Desk Lamp,1,30.15,15,25.63,6.6,2.45,Credit Card,25.63,25.63,True,2023,6,June,2,0.09559110417479517,0.2575107296137339
ORD-11733,2023-06-13,Michael Khan,Corporate,Mexico,North America,Office Supplies,Tape Dispenser Heavy Duty,3,18.83,10,50.84,10.96,14.46,Credit Card,50.84,50.84,True,2023,6,June,2,0.2844217151848938,0.2155782848151062
ORD-10358,2023-06-14,Isabella Ahmed,Consumer,India,Asia Pacific,Clothing & Accessories,Leather Belt Classic,5,17.24,0,86.2,16.2,26.9,Credit Card,86.2,86.2,True,2023,6,June,2,0.31206496519721577,0.1879350348027842
ORD-11932,2023-06-14,Felix Hassan,Home Office,Italy,Europe,Office Supplies,Paper Clips Box 500pc,1,6.68,15,5.68,8.22,-5.55,Credit Card,5.68,5.68,True,2023,6,June,2,-0.977112676056338,1.4471830985915495
ORD-10042,2023-06-17,Amir Thompson,Corporate,South Africa,Middle East & Africa,Furniture,Floating Wall Shelves Set,9,33.65,5,287.71,16.74,89.26,Cash On Delivery,287.71,287.71,True,2023,6,June,2,0.31024295297348026,0.058183587640332275
ORD-10569,2023-06-17,Chen Miller,Consumer,Italy,Europe,Technology,Smart LED Desk Lamp,3,69.43,5,197.88,10.72,72.6,Paypal,197.88,197.88,True,2023,6,June,2,0.36688902365069737,0.05417424701839499
ORD-11665,2023-06-18,Priya Jackson,Consumer,Italy,Europe,Furniture,Corner L-Shaped Desk,10,398.27,5,3783.56,20.31,1373.63,Cash On Delivery,3783.56,3783.56,True,2023,6,June,2,0.36305225766209603,0.005367960333654019
ORD-10876,2023-06-19,Karen Wang,Corporate,Saudi Arabia,Middle East & Africa,Furniture,Standing Desk Converter,4,114.01,0,456.04,13.78,168.64,Paypal,456.04,456.04,True,2023,6,June,2,0.3697921234979387,0.030216647662485743
ORD-11258,2023-06-19,Carlos Dubois,Consumer,Brazil,South America,Clothing & Accessories,Polarized Sunglasses,1,79.09,20,63.27,10.51,13.22,Credit Card,63.27,63.27,True,2023,6,June,2,0.20894578789315632,0.16611348190295558
ORD-11375,2023-06-19,Raj Chen,Home Office,Japan,Asia Pacific,Office Supplies,Desk Calendar 2025,2,12.13,15,20.62,12.26,-2.56,Cash On Delivery,20.62,20.62,True,2023,6,June,2,-0.12415130940834142,0.594568380213385
ORD-10546,2023-06-20,Xiao Taylor,Corporate,Uae,Middle East & Africa,Furniture,Monitor Riser Wood,4,42.27,15,143.72,16.6,25.67,Bank Transfer,143.72,143.72,True,2023,6,June,2,0.17861118842193155,0.11550236571110493
ORD-10860,2023-06-21,Fatima Jackson,Home Office,Germany,Europe,Technology,Tablet Stand Holder,3,48.52,15,123.73,13.06,30.61,Credit Card,123.73,123.73,True,2023,6,June,2,0.24739351814434654,0.10555241251111291
ORD-11307,2023-06-22,William Clark,Corporate,Mexico,North America,Clothing & Accessories,Sports Water Bottle 750ml,4,27.6,10,99.36,13.33,30.83,Paypal,99.36,99.36,True,2023,6,June,2,0.31028582930756843,0.13415861513687602
ORD-10182,2023-06-23,Emma Pereira,Consumer,Canada,North America,Office Supplies,Tape Dispenser Heavy Duty,11,23.39,10,231.56,14.23,101.55,Credit Card,231.56,231.56,True,2023,6,June,2,0.43854724477457246,0.061452755225427536
ORD-10674,2023-06-23,Ahmed Garcia,Corporate,Uae,Middle East & Africa,Clothing & Accessories,Sports Water Bottle 750ml,10,14.57,5,138.42,35.54,30.02,Paypal,138.42,138.41,True,2023,6,June,2,0.2168761739633001,0.2567548042190435
ORD-11336,2023-06-23,Ayumi Robinson,Corporate,Australia,Asia Pacific,Furniture,Mesh Back Task Chair,1,250.47,5,237.95,10.78,76.89,Bank Transfer,237.95,237.95,True,2023,6,June,2,0.32313511241857534,0.045303635217482666
ORD-10712,2023-06-24,Mary Johansson,Consumer,India,Asia Pacific,Technology,Wireless Ergonomic Mouse,7,57.98,15,344.98,16.8,104.96,Paypal,344.98,344.98,True,2023,6,June,2,0.3042495217114035,0.048698475273928926
ORD-10788,2023-06-26,Michael Martin,Consumer,Saudi Arabia,Middle East & Africa,Office Supplies,Desk Calendar 2025,1,19.94,10,17.95,11.66,-2.68,Credit Card,17.95,17.95,True,2023,6,June,2,-0.14930362116991644,0.6495821727019498
ORD-10212,2023-06-27,Karen Sato,Corporate,Germany,Europe,Clothing & Accessories,Leather Belt Classic,3,45.1,10,121.77,14.28,39.84,Credit Card,121.77,121.77,True,2023,6,June,2,0.32717418083271743,0.11727026361172703
ORD-11068,2023-06-27,Isabella Kumar,Corporate,Italy,Europe,Office Supplies,Desk Calendar 2025,2,10.66,10,19.19,11.01,-1.41,Cash On Delivery,19.19,19.19,True,2023,6,June,2,-0.07347576862949452,0.5737363210005211
ORD-11653,2023-06-27,Carlos Rodriguez,Consumer,Uae,Middle East & Africa,Clothing & Accessories,Silk Tie Collection,1,26.53,0,26.53,13.43,-0.16,Cash On Delivery,26.53,26.53,True,2023,6,June,2,-0.00603090840557859,0.5062193742932529
ORD-11771,2023-06-27,James Tanaka,Consumer,Saudi Arabia,Middle East & Africa,Furniture,Floating Wall Shelves Set,5,94.63,0,473.15,18.91,170.35,Credit Card,473.15,473.15,True,2023,6,June,2,0.3600338159146148,0.03996618408538519
ORD-10480,2023-06-28,Priya Thomas,Consumer,Italy,Europe,Clothing & Accessories,Polarized Sunglasses,2,30.06,10,54.11,11.77,12.28,Cash On Delivery,54.11,54.11,True,2023,6,June,2,0.2269451118092774,0.21751986693771946
ORD-10700,2023-06-28,Mia Harris,Corporate,Canada,North America,Clothing & Accessories,Leather Belt Classic,3,40.18,0,120.54,12.31,47.96,Cash On Delivery,120.54,120.54,True,2023,6,June,2,0.39787622366019576,0.10212377633980421
ORD-10661,2023-06-29,Olga Nilsson,Consumer,Canada,North America,Technology,Webcam HD 1080p,9,74.43,10,602.88,11.59,222.86,Credit Card,602.88,602.88,True,2023,6,June,2,0.3696589702760085,0.019224389596602973
ORD-10747,2023-06-29,Olga Patel,Consumer,Japan,Asia Pacific,Clothing & Accessories,Cotton Formal Shirt,1,24.48,20,19.58,9.71,-2.37,Bank Transfer,19.58,19.58,True,2023,6,June,2,-0.12104187946884577,0.49591419816138926
ORD-10432,2023-07-01,Priya Schmidt,Corporate,Spain,Europe,Technology,Laptop Stand Adjustable,3,62.62,10,169.07,12.18,53.57,Cash On Delivery,169.07,169.07,True,2023,7,July,3,0.31685100845803515,0.07204116638078903
ORD-10483,2023-07-01,Noah Jones,Home Office,Australia,Asia Pacific,Technology,Portable External SSD 1TB,3,97.31,10,262.74,15.03,87.15,Credit Card,262.74,262.74,True,2023,7,July,3,0.33169673441424985,0.05720484128796528
ORD-10792,2023-07-01,Oscar Schmidt,Consumer,Australia,Asia Pacific,Office Supplies,Stapler Full-Size,5,18.79,10,84.56,15.23,27.04,Paypal,84.56,84.55,True,2023,7,July,3,0.31977294228949854,0.18010879848628192
ORD-11387,2023-07-01,Marco Harris,Consumer,Uae,Middle East & Africa,Furniture,Corner L-Shaped Desk,1,192.58,20,154.06,12.06,26.45,Paypal,154.06,154.06,True,2023,7,July,3,0.17168635596520834,0.07828118914708555
ORD-11564,2023-07-01,Giulia Johnson,Corporate,Mexico,North America,Clothing & Accessories,Cotton Formal Shirt,3,48.59,15,123.9,9.9,41.12,Credit Card,123.9,123.9,True,2023,7,July,3,0.33188054882970136,0.07990314769975787
ORD-10381,2023-07-03,Sophie Harris,Consumer,India,Asia Pacific,Technology,Smart LED Desk Lamp,2,46.18,5,87.74,12.38,24.56,Credit Card,87.74,87.74,True,2023,7,July,3,0.27991793936630954,0.14109870070663325
ORD-11603,2023-07-03,Lucas Chen,Corporate,Saudi Arabia,Middle East & Africa,Furniture,Standing Desk Converter,7,309.68,20,1734.21,19.94,413.61,Credit Card,1734.21,1734.21,True,2023,7,July,3,0.23850052761776255,0.01149803080365123
ORD-11019,2023-07-04,Robert Smith,Home Office,South Africa,Middle East & Africa,Furniture,Desk Organizer Set,1,24.14,0,24.14,13.18,-3.52,Credit Card,24.14,24.14,True,2023,7,July,3,-0.14581607290803644,0.5459817729908865
ORD-10977,2023-07-05,Ingrid Khan,Home Office,Mexico,North America,Office Supplies,Whiteboard Markers Set 8,4,15.95,15,54.23,8.62,16.9,Cash On Delivery,54.23,54.23,True,2023,7,July,3,0.31163562603724876,0.15895260925686888
ORD-10008,2023-07-06,Lucas White,Home Office,Canada,North America,Office Supplies,Ballpoint Pen Pack 12,1,6.99,10,6.29,6.69,-3.55,Credit Card,6.29,6.29,True,2023,7,July,3,-0.5643879173290938,1.0635930047694755
ORD-11100,2023-07-06,Nadia Jackson,Corporate,United States,North America,Office Supplies,Stapler Full-Size,2,19.72,10,35.5,6.38,11.37,Bank Transfer,35.5,35.5,True,2023,7,July,3,0.32028169014084507,0.17971830985915493
ORD-11464,2023-07-06,Chen Jones,Home Office,Japan,Asia Pacific,Furniture,Bookshelf 5-Tier,4,194.07,0,776.28,11.42,299.09,Credit Card,776.28,776.28,True,2023,7,July,3,0.38528623692482095,0.014711186685216674
ORD-11562,2023-07-06,Susan Miller,Corporate,Mexico,North America,Technology,Smart LED Desk Lamp,2,52.02,15,88.43,7.14,24.07,Paypal,88.43,88.43,True,2023,7,July,3,0.27219269478683705,0.08074182969580458
ORD-10083,2023-07-07,Priya Thomas,Home Office,Argentina,South America,Office Supplies,Stapler Full-Size,1,19.62,5,18.64,12.48,-2.67,Bank Transfer,18.64,18.64,True,2023,7,July,3,-0.14324034334763946,0.6695278969957081
ORD-10112,2023-07-07,Ahmed Thompson,Consumer,Italy,Europe,Clothing & Accessories,Silk Tie Collection,7,43.03,20,240.97,16.31,74.05,Credit Card,240.97,240.97,True,2023,7,July,3,0.3072996638585716,0.06768477403826202
ORD-11077,2023-07-08,Diego Kim,Home Office,Spain,Europe,Technology,Laptop Stand Adjustable,5,50.01,0,250.05,19.34,93.18,Credit Card,250.05,250.05,True,2023,7,July,3,0.37264547090581884,0.07734453109378124
ORD-10003,2023-07-09,Priya Martinez,Consumer,Japan,Asia Pacific,Furniture,Desk Organizer Set,3,53.14,15,135.51,14.88,24.98,Paypal,135.51,135.51,True,2023,7,July,3,0.18434063906722753,0.10980739428824442
ORD-10024,2023-07-09,Giulia Dubois,Consumer,Brazil,South America,Office Supplies,Paper Clips Box 500pc,2,3.31,0,6.62,14.92,-11.28,Credit Card,6.62,6.62,True,2023,7,July,3,-1.7039274924471297,2.2537764350453173
ORD-10404,2023-07-10,Carlos Schmidt,Corporate,United Kingdom,Europe,Office Supplies,Whiteboard Markers Set 8,2,11.9,0,23.8,9.71,3.38,Paypal,23.8,23.8,True,2023,7,July,3,0.14201680672268907,0.407983193277311
ORD-11154,2023-07-10,Oscar Johnson,Consumer,United States,North America,Clothing & Accessories,Sports Water Bottle 750ml,6,21.26,5,121.18,9.14,48.26,Credit Card,121.18,121.18,True,2023,7,July,3,0.39825053639214386,0.07542498762171976
ORD-11859,2023-07-10,Jennifer Garcia,Consumer,Canada,North America,Clothing & Accessories,Polarized Sunglasses,1,59.16,10,53.24,6.6,17.06,Credit Card,53.24,53.24,True,2023,7,July,3,0.3204357625845229,0.12396694214876032
ORD-10107,2023-07-11,Noah Santos,Consumer,South Korea,Asia Pacific,Office Supplies,Binder Clips Assorted 48pc,1,10.59,5,10.06,11.4,-6.11,Credit Card,10.06,10.06,True,2023,7,July,3,-0.6073558648111332,1.1332007952286283
ORD-11182,2023-07-11,Elizabeth Harris,Corporate,Mexico,North America,Technology,Webcam HD 1080p,6,62.93,0,377.58,13.89,156.02,Bank Transfer,377.58,377.58,True,2023,7,July,3,0.41321044546851005,0.03678690608612745
ORD-11380,2023-07-12,Ali Jones,Consumer,Mexico,North America,Clothing & Accessories,Wool Blend Scarf,4,54.62,0,218.48,11.36,97.88,Credit Card,218.48,218.48,True,2023,7,July,3,0.4480043939948737,0.05199560600512633
ORD-10015,2023-07-13,Jamal Harris,Corporate,Saudi Arabia,Middle East & Africa,Technology,Smart LED Desk Lamp,2,42.71,20,68.34,12.22,9.14,Paypal,68.34,68.34,True,2023,7,July,3,0.13374304945858942,0.1788118232367574
ORD-10545,2023-07-13,Elizabeth Williams,Corporate,Italy,Europe,Furniture,Folding Table Portable,2,113.15,10,203.67,11.07,56.82,Credit Card,203.67,203.67,True,2023,7,July,3,0.27898070408012965,0.054352629253203714
ORD-10961,2023-07-13,Lucas Suzuki,Corporate,Brazil,South America,Technology,Wireless Ergonomic Mouse,1,61.5,15,52.28,10.75,7.7,Credit Card,52.28,52.27,True,2023,7,July,3,0.14728385615914308,0.20562356541698545
ORD-10511,2023-07-14,Clara Nilsson,Consumer,Japan,Asia Pacific,Office Supplies,Paper Clips Box 500pc,5,3.47,5,16.48,13.6,-4.93,Bank Transfer,16.48,16.48,True,2023,7,July,3,-0.29915048543689315,0.8252427184466019
ORD-11806,2023-07-14,Ali Harris,Consumer,Australia,Asia Pacific,Furniture,Ergonomic Office Chair,5,394.43,5,1873.54,12.1,678.15,Bank Transfer,1873.54,1873.54,True,2023,7,July,3,0.36196184762535094,0.006458362244734566
ORD-10283,2023-07-15,Hans Singh,Home Office,Spain,Europe,Furniture,Filing Cabinet 3-Drawer,4,161.93,10,582.95,10.19,184.13,Bank Transfer,582.95,582.95,True,2023,7,July,3,0.31585899305257736,0.017480058324041512
ORD-10625,2023-07-15,Olga Schmidt,Consumer,South Korea,Asia Pacific,Furniture,Ergonomic Office Chair,7,233.89,0,1637.23,21.29,633.6,Credit Card,1637.23,1637.23,True,2023,7,July,3,0.3869951075902592,0.013003670834274964
ORD-11098,2023-07-16,David Thompson,Consumer,Germany,Europe,Clothing & Accessories,Polarized Sunglasses,7,30.7,10,193.41,10.64,75.32,Credit Card,193.41,193.41,True,2023,7,July,3,0.38943177705392684,0.05501266739051756
ORD-11395,2023-07-16,Priya Ali,Home Office,United Kingdom,Europe,Clothing & Accessories,Leather Belt Classic,5,21.72,0,108.6,10.04,44.26,Paypal,108.6,108.6,True,2023,7,July,3,0.4075506445672192,0.09244935543278085
ORD-10090,2023-07-17,Jamal Jones,Consumer,Canada,North America,Office Supplies,Whiteboard Markers Set 8,3,18.99,10,51.27,9.87,15.76,Credit Card,51.27,51.27,True,2023,7,July,3,0.30739223717573627,0.19251023990637797
ORD-10904,2023-07-18,Thomas Thompson,Consumer,India,Asia Pacific,Technology,Wireless Bluetooth Headphones,1,190.35,10,171.32,10.96,55.66,Paypal,171.32,171.31,True,2023,7,July,3,0.32488909642773756,0.06397385010506655
ORD-10266,2023-07-19,Fatima Costa,Corporate,India,Asia Pacific,Furniture,Monitor Riser Wood,3,64.89,25,146.0,16.18,13.02,Cash On Delivery,146.0,146.0,True,2023,7,July,3,0.08917808219178082,0.11082191780821918
ORD-10424,2023-07-19,Diego Davis,Corporate,Spain,Europe,Clothing & Accessories,Leather Belt Classic,2,27.32,10,49.18,10.74,11.12,Paypal,49.18,49.18,True,2023,7,July,3,0.22610817405449368,0.2183814558763725
ORD-11061,2023-07-19,Omar Müller,Consumer,China,Asia Pacific,Technology,Mechanical Gaming Keyboard,10,133.95,10,1205.55,21.46,447.36,Credit Card,1205.55,1205.55,True,2023,7,July,3,0.37108373771307707,0.017801003691261252
ORD-11808,2023-07-19,Mary Weber,Corporate,Canada,North America,Technology,Smart LED Desk Lamp,2,56.54,5,107.43,7.32,37.92,Paypal,107.43,107.43,True,2023,7,July,3,0.3529740296006702,0.06813739179000279
ORD-10326,2023-07-20,Amina Johansson,Corporate,Spain,Europe,Furniture,Monitor Riser Wood,1,51.24,20,40.99,8.07,2.18,Cash On Delivery,40.99,40.99,True,2023,7,July,3,0.05318370334227861,0.19687728714320565
ORD-11349,2023-07-20,Liam Clark,Consumer,Argentina,South America,Technology,Mechanical Gaming Keyboard,13,145.33,5,1794.83,36.04,719.68,Cash On Delivery,1794.83,1794.83,True,2023,7,July,3,0.4009739083924383,0.020079896146153117
ORD-10681,2023-07-22,Ethan Chen,Corporate,Canada,North America,Clothing & Accessories,Leather Belt Classic,5,27.72,5,131.67,15.56,46.81,Paypal,131.67,131.67,True,2023,7,July,3,0.3555099870889345,0.11817422343738135
ORD-10996,2023-07-22,Clara Williams,Consumer,Argentina,South America,Clothing & Accessories,Cotton Formal Shirt,2,53.18,5,101.04,13.3,34.56,Paypal,101.04,101.04,True,2023,7,July,3,0.3420427553444181,0.13163103721298494
ORD-11167,2023-07-22,Christopher Davis,Consumer,France,Europe,Technology,Noise Cancelling Earbuds,5,167.91,0,839.55,15.17,362.63,Cash On Delivery,839.55,839.55,True,2023,7,July,3,0.4319337740456197,0.018069203740098863
ORD-11391,2023-07-22,James Taylor,Consumer,China,Asia Pacific,Office Supplies,Stapler Full-Size,1,16.43,5,15.61,11.32,-3.1,Bank Transfer,15.61,15.61,True,2023,7,July,3,-0.19859064702114032,0.7251761691223575
ORD-10949,2023-07-24,Chen Johnson,Consumer,Nigeria,Middle East & Africa,Furniture,Monitor Riser Wood,2,71.01,15,120.72,13.2,22.31,Cash On Delivery,120.72,120.72,True,2023,7,July,3,0.1848078197481776,0.10934393638170974
ORD-11494,2023-07-25,Fatima Smith,Corporate,Colombia,South America,Clothing & Accessories,Canvas Messenger Bag,1,41.08,0,41.08,11.71,8.83,Cash On Delivery,41.08,41.08,True,2023,7,July,3,0.2149464459591042,0.28505355404089583
